ID,X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
23,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.0,0.0,23.93000030517578,29.399999618530273
114,0.7900000214576721,637.0,343.0,147.0,7.0,4.0,0.10000000149011612,2.0,36.970001220703125,33.869998931884766
660,0.6600000262260437,759.5,318.5,220.5,3.5,2.0,0.4000000059604645,3.0,15.15999984741211,17.040000915527344
53,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.10000000149011612,1.0,29.8700008392334,29.8700008392334
110,0.8199999928474426,612.5,318.5,147.0,7.0,4.0,0.10000000149011612,2.0,23.670000076293945,24.799999237060547
91,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.10000000149011612,1.0,15.210000038146973,19.31999969482422
128,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.10000000149011612,2.0,11.449999809265137,13.199999809265137
363,0.7400000095367432,686.0,245.0,220.5,3.5,5.0,0.25,2.0,12.300000190734863,15.4399995803833
251,0.8600000143051147,588.0,294.0,147.0,7.0,5.0,0.10000000149011612,5.0,26.450000762939453,31.280000686645508
744,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.4000000059604645,5.0,14.40999984741211,16.690000534057617
310,0.7599999904632568,661.5,416.5,122.5,7.0,4.0,0.25,1.0,36.90999984741211,37.45000076293945
247,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.10000000149011612,5.0,29.020000457763672,33.0099983215332
214,0.7599999904632568,661.5,416.5,122.5,7.0,4.0,0.10000000149011612,4.0,33.09000015258789,33.88999938964844
429,0.6200000047683716,808.5,367.5,220.5,3.5,3.0,0.25,3.0,14.34000015258789,14.960000038146973
117,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.10000000149011612,2.0,32.400001525878906,34.06999969482422
547,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.4000000059604645,1.0,41.66999816894531,46.939998626708984
144,0.9800000190734863,514.5,294.0,110.25,7.0,2.0,0.10000000149011612,3.0,24.280000686645508,25.68000030517578
718,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.4000000059604645,4.0,16.940000534057617,16.579999923706055
567,0.6600000262260437,759.5,318.5,220.5,3.5,5.0,0.4000000059604645,1.0,15.229999542236328,17.950000762939453
120,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.10000000149011612,2.0,10.420000076293945,13.390000343322754
504,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.25,5.0,12.119999885559082,14.479999542236328
729,0.8600000143051147,588.0,294.0,147.0,7.0,3.0,0.4000000059604645,5.0,31.809999465942383,31.200000762939453
219,0.7400000095367432,686.0,245.0,220.5,3.5,5.0,0.10000000149011612,4.0,10.140000343322754,13.529999732971191
695,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.4000000059604645,4.0,40.11000061035156,40.77000045776367
475,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.25,4.0,16.6200008392334,19.899999618530273
140,0.6200000047683716,808.5,367.5,220.5,3.5,2.0,0.10000000149011612,2.0,12.880000114440918,14.369999885559082
308,0.7599999904632568,661.5,416.5,122.5,7.0,2.0,0.25,1.0,36.959999084472656,36.849998474121094
483,0.9800000190734863,514.5,294.0,110.25,7.0,5.0,0.25,5.0,28.610000610351562,30.200000762939453
55,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.10000000149011612,1.0,28.09000015258789,34.33000183105469
441,0.8600000143051147,588.0,294.0,147.0,7.0,3.0,0.25,4.0,28.420000076293945,34.189998626708984
662,0.6600000262260437,759.5,318.5,220.5,3.5,4.0,0.4000000059604645,3.0,14.720000267028809,18.100000381469727
255,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.10000000149011612,5.0,23.860000610351562,27.690000534057617
331,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.25,1.0,17.3700008392334,21.079999923706055
129,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.10000000149011612,2.0,11.460000038146973,13.539999961853027
530,0.9800000190734863,514.5,294.0,110.25,7.0,4.0,0.4000000059604645,1.0,32.4900016784668,32.83000183105469
631,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.4000000059604645,3.0,34.290000915527344,33.310001373291016
551,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.4000000059604645,1.0,40.43000030517578,39.47999954223633
649,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.4000000059604645,3.0,14.220000267028809,15.390000343322754
701,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.4000000059604645,4.0,14.699999809265137,17.200000762939453
646,0.7599999904632568,661.5,416.5,122.5,7.0,4.0,0.4000000059604645,3.0,38.88999938964844,39.65999984741211
476,0.6200000047683716,808.5,367.5,220.5,3.5,2.0,0.25,4.0,14.329999923706055,15.40999984741211
534,0.8999999761581421,563.5,318.5,122.5,7.0,4.0,0.4000000059604645,1.0,36.65999984741211,35.91999816894531
438,0.8999999761581421,563.5,318.5,122.5,7.0,4.0,0.25,4.0,32.06999969482422,36.15999984741211
324,0.6600000262260437,759.5,318.5,220.5,3.5,2.0,0.25,1.0,13.170000076293945,16.389999389648438
439,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.25,4.0,33.279998779296875,33.15999984741211
373,0.6600000262260437,759.5,318.5,220.5,3.5,3.0,0.25,2.0,12.930000305175781,15.850000381469727
332,0.6200000047683716,808.5,367.5,220.5,3.5,2.0,0.25,1.0,15.09000015258789,15.770000457763672
623,0.6200000047683716,808.5,367.5,220.5,3.5,5.0,0.4000000059604645,2.0,17.149999618530273,16.989999771118164
33,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.0,0.0,6.789999961853027,12.050000190734863
132,0.6600000262260437,759.5,318.5,220.5,3.5,2.0,0.10000000149011612,2.0,11.449999809265137,14.859999656677246
535,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.4000000059604645,1.0,35.959999084472656,40.9900016784668
380,0.6200000047683716,808.5,367.5,220.5,3.5,2.0,0.25,2.0,14.34000015258789,15.319999694824219
605,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.4000000059604645,2.0,14.65999984741211,17.3700008392334
719,0.6200000047683716,808.5,367.5,220.5,3.5,5.0,0.4000000059604645,4.0,16.770000457763672,16.790000915527344
340,0.8999999761581421,563.5,318.5,122.5,7.0,2.0,0.25,2.0,32.459999084472656,35.560001373291016
706,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.4000000059604645,4.0,14.529999732971191,16.899999618530273
501,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.25,5.0,36.63999938964844,37.0099983215332
423,0.6600000262260437,759.5,318.5,220.5,3.5,5.0,0.25,3.0,12.84000015258789,16.260000228881836
274,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.10000000149011612,5.0,11.109999656677246,14.460000038146973
185,0.6399999856948853,784.0,343.0,220.5,3.5,3.0,0.10000000149011612,3.0,15.359999656677246,19.18000030517578
5,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.0,0.0,21.459999084472656,25.3799991607666
751,0.7099999785423279,710.5,269.5,220.5,3.5,5.0,0.4000000059604645,5.0,12.420000076293945,15.3100004196167
28,0.7099999785423279,710.5,269.5,220.5,3.5,2.0,0.0,0.0,6.369999885559082,11.270000457763672
619,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.4000000059604645,2.0,19.1200008392334,21.93000030517578
369,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.25,2.0,12.869999885559082,15.850000381469727
420,0.6600000262260437,759.5,318.5,220.5,3.5,2.0,0.25,3.0,12.970000267028809,15.529999732971191
277,0.6600000262260437,759.5,318.5,220.5,3.5,3.0,0.10000000149011612,5.0,11.34000015258789,14.8100004196167
105,0.8600000143051147,588.0,294.0,147.0,7.0,3.0,0.10000000149011612,2.0,27.020000457763672,25.6299991607666
313,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.25,1.0,12.5,15.5
123,0.7400000095367432,686.0,245.0,220.5,3.5,5.0,0.10000000149011612,2.0,10.449999809265137,13.789999961853027
477,0.6200000047683716,808.5,367.5,220.5,3.5,3.0,0.25,4.0,14.609999656677246,15.5600004196167
42,0.6399999856948853,784.0,343.0,220.5,3.5,4.0,0.0,0.0,10.770000457763672,16.75
320,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.25,1.0,12.779999732971191,15.210000038146973
153,0.8600000143051147,588.0,294.0,147.0,7.0,3.0,0.10000000149011612,3.0,26.469999313354492,31.010000228881836
178,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.10000000149011612,3.0,11.100000381469727,14.670000076293945
323,0.6899999976158142,735.0,294.0,220.5,3.5,5.0,0.25,1.0,12.720000267028809,15.779999732971191
538,0.8600000143051147,588.0,294.0,147.0,7.0,4.0,0.4000000059604645,1.0,32.09000015258789,31.700000762939453
248,0.8600000143051147,588.0,294.0,147.0,7.0,2.0,0.10000000149011612,5.0,27.030000686645508,25.81999969482422
50,0.9800000190734863,514.5,294.0,110.25,7.0,4.0,0.10000000149011612,1.0,24.6299991607666,26.440000534057617
733,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.4000000059604645,5.0,29.5,29.559999465942383
548,0.7599999904632568,661.5,416.5,122.5,7.0,2.0,0.4000000059604645,1.0,40.779998779296875,39.54999923706055
514,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.25,5.0,12.180000305175781,15.220000267028809
95,0.6200000047683716,808.5,367.5,220.5,3.5,5.0,0.10000000149011612,1.0,13.020000457763672,14.270000457763672
485,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.25,5.0,32.310001373291016,32.0
608,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.4000000059604645,2.0,14.75,16.440000534057617
758,0.6600000262260437,759.5,318.5,220.5,3.5,4.0,0.4000000059604645,5.0,14.920000076293945,17.549999237060547
88,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.10000000149011612,1.0,15.40999984741211,19.3700008392334
